Unnamed: 0,Hauptbedeutung,on-yomi 1,Bedeutung on-yomi 1,on-yomi 2,Bedeutung on-yomi 2,kun-yomi 1,Bedeutung kun-yomi 1,kun-yomi 2,Bedeutung kun-yomi 2
炒 ,rösten,SHOU,,,,ita.meru,,,
湯,heißes Wasser,TOU,,,,yu,,,
沸,sieden,FUTSU,,,,wa.kasu / .ku,zum Kochen bringen / sieden,,
包,einwickeln,HOU,,,,tsutsu.mu,,,
丁,Häuserblock,CHOU,,,,,,,
査,Untersuchung,SA,,,,,,,
都,Stadt,TO,,TSU,Umstände,miyako,Hauptstadt,,
加,Addition,KA,,,,kuwa.eru / .waru,"hinzufügen / teilnehmen, dazukommen",,
価,Preis,KA,,,,atai,Wert,,
慣,sich gewöhnen,KAN,,,,na.reru,,,
忙,beschäftigt sein,BOU,,,,isoga.shii,,,
根,Wurzel,KON,,,,ne,,,
暇,Freizeit haben,KA,,,,hima,nicht beschäftig sein,,
施,durchführen,SHI,,SE,,hodoko.su,schenken,,
設,errichten,SETSU,,,,mou.keru,,,
思,denken,SHI,,,,omo.u,meinen,,
寂,einsam,JAKU,,,,sabi.shii,einsam,,
驚,Überraschung,KYOU,,,,odoro.ku,"überrascht, erstaunt sein",,
泉,Quelle,SEN,,,,izumi,,,
植,Pflanze,SHOKU,,,,u.eru / .waru,"anbauen, pflanzen / gepflanzt werden",,
閉,schließen,HEI,,,,shi.meru / .maru,schließen [trans.] / schließen [intrans.],to.jiru,
頭,Kopf,TOU,[ZEW für große Landtiere],"ZU, TO",,atama,,kashira,Oberhaupt
晴,heiteres Wetter,SEI,,,,ha.reru,aufklaren,ha.re,heiter (Wetter)
珍,außergewöhnlich,CHIN,,,,mezura.shii,"außergewöhnlich, selten",,
産,Produktion,SAN,,,,u.mu / .mareru,"hervorbringen, gebären / geboren werden",ubu,"neugeboren, kindlich"
同,das Gleiche,DOU,,,,ona.ji,,,
口,Mund,KOU,,KU,,kuchi,"Mund, Öffnung",,
商,Handel treiben,SHOU,,,,akina.u,,,
街,Straße,GAI,,*KAI,,machi,(Stadt-) Viertel,,
賃,Miete,CHIN,"Miete, Lohn, Gebühren",,,,,,
九,neun,KYUU,,KU,,kokono.tsu ,,,
州,Provinz,SHUU,,,,su,Sandbank,,
太,groß,TA,,TAI,,futo.i,dick,futo.ru,dick werden
僕,Ich,BOKU,,,,,,,
健,gesund,KEN,,,,suko.yaka,,,
君,du,KUN,[Appellativsuffix],,,kimi,"du, Herrscher",,
背,Rücken,HAI,,,,se,,,
球,Kugel,KYUU,,,,tama,Ball,,
歳,Lebensjahr,SAI,,,,,,,
南,Süden,NAN,,,,minami,,,
停,anhalten,TEI,,,,,,,
畳,Tatami,JOU,,,,tatami,,tata.mu,zusammenklappen
市,Stadt,SHI,,,,ichi,Markt,,
軽,leicht,KEI,,,,karu.i (=karo.yaka),,,
湖,See,KO,,,,mizuumi,,,
韓,Korea,KAN,,,,,,,
湾,Bucht,WAN,,,,,,,
首,Kopf,SHU,,,,kubi,Hals,,
段,Stufe,DAN,,,,,,,
打,schlagen,DA,,,,u.tsu,,,
初,Beginn,SHO,,,,haji.me,,haji.mete,zum ersten Mal
看,Beaufsichtigung,KAN,sehen,,,,,,
護,beschützen,GO,verteidigen,,,,,,
保,bewahren,HO,,,,tamo.tsu,,,
険,Gefahr,KEN,,,,kewa.shii,"steil, grimmig",,
待,warten,TAI,,,,ma.tsu,,,
医,Arzt,I,Heilung,,,,,,
薬,Medikament,YAKU,,,,kusuri,"Medikament, Droge, Rauschgift",,
効,Wirkung,KOU,,,,ki.ku,wirken,,
髪,Haare,HATSU,,,,kami,,,
内,Innen,NAI,,,,uchi,,,
患,Leiden,KAN,,,,wazura.u,"leiden, erkranken",,
鼻,Nase,BI,,,,hana,,,
悪,böse,AKU,,*O,verabscheuen,waru.i ,"schlecht, böse",,
指,zeigen,SHI,,,,sa.su,,yubi,Finger
激,heftig,GEKI,,,,hage.shii,,,
運,Bewegung,UN,Schicksal,,,hako.bu,transportieren,,
骨,Knochen,KOTSU,,,,hone,Knochen,,
異,Verschiedenartigkeit,I,,,,koto.naru,unterschiedlich sein,,
状,Zustand,JOU,"Aussehen, Brief",,,,,,
治,Heilung,CHI,Politik,JI,,nao.su / .ru,heilen [trans.] / heilen [intrans.],osa.meru / .maru,regieren / sich beruhigen
浴,baden,YOKU,,,,a.biru / .biseru,sich baden in etw. / überschütten mit etw.,,
心,Herz,SHIN,,,,kokoro,"Herz, Gemüt, Wille",,
配,verteilen,HAI,,,,kuba.ru,austeilen,,
危,Gefahr,KI,,,,abu.nai(=aya.ui),gefährlich,,
立,stehen,RITSU,,,,ta.teru / .tsu,"aufstellen / stehen, aufstehen",,
顔,Gesicht,GAN,Farbe,,,kao,,,
捨,wegwerfen,SHA,,,,su.teru,,,
芝,Rasen,,,,,shiba,,,
受,erhalten,JU,,,,u.keru,"erhalten, erleiden",u.karu,(Prüfung) bestehen
付,haften,FU,überbringen,,,tsu.keru / .ku,anbringen / haften (an etw.),,
処,Ort,SHO,Behandlung,,,,,　,
箋,Zettel,SEN,Papier,,,,,,
診,medizinische Untersuchung,SHIN,,,,mi.ru,(einen Patienten) untersuchen,,
券,Karte,KEN,,,,,,,
要,wichtig,YOU,,,,i.ru,benötigen,,
趣,Inhalt,SHU,,,,omomuki,,,
歯,Zahn,SHI,,,,ha,,,
腕,Arm,WAN,,,,ude,"Arm, Fähigkeit",,
胸,Brust,KYOU,,,,mune,Gefühl,*muna,
肩,Schulter,KEN,,,,kata,,,
腰,Hüfte,YOU,,,,koshi,,,
足,Fuß,SOKU,,,,ashi,,ta.riru / *.ru,genügen
耳,Ohr,JI,,,,mimi,,,
肺,Lunge,HAI,,,,,,,
臓,inneres Organ,ZOU,,,,,,,
胃,Magen,I,,,,,,,
肝,Leber,KAN,,,,kimo,"Leber, Mut",,
腸,Darm,CHOU,,,,wata,Eingeweide,,
盲,Blindheit,MOU,,,,,,,
症,Krankheit,SHOU,Symptom,,,,,,
具,Werkzeug,GU,,,,,,,
吐,spucken,TO,,,,ha.ku,"spucken, ausspeien, sich übergeben",,
欲,haben wollen,YOKU,,,,ho.shii,,hos.suru,wollen
痢,Durchfall,RI,,,,,,,
通,hindurchgehen,TSUU,"[ZEW für Schriftstücke, Briefe]",,,too.ru / .su,hindurchgehen / durchlassen,kayo.u,"regelmäßig besuchen, verkehren"
秘,Geheimnis,HI,,,,hi.meru,geheim halten,,
眼,Auge,GAN,,,,manako,Auge [lyrisch],,
皮,Haut,HI,,,,kawa,"(Tier-) Haut, Schale, Rinde",,
膚,Haut,FU,,,,,,,
種,Art,SHU,,,,tane,Samen,,
類,Gattung,RUI,,,,,,,
錠,Pille,JOU,Türschloss,,,,,,
粉,Pulver,FUN,,,,kona,Mehl,ko,
解,lösen,KAI,Erklärung,GE,Heilung,to.ku / .keru,"etw. aufklären, (Knoten) lösen / sich aufklären, sich lösen",,
射,schießen,SHA,Strahlen,,,i.ru,,,
募,anwerben,BO,,,,tsuno.ru,anwerben,,
販,Handel,HAN,,,,,,,
笑,lachen,SHOU,,,,wara.u,lachen,e.mu,lächeln
歓,sich freuen,KAN,,,,,,,
迎,empfangen,GEI,,,,muka.eru,"entgegenkommen, abholen",,
選,Wahl,SEN,,,,era.bu,wählen,,
給,Gehalt,KYUU,geben,,,,,,
以,mittels,I,,,,,,,
監,Überwachung,KAN,,,,,,,
視,Sicht,SHI,,,,,,,
引,ziehen,IN,,,,hi.ku / .keru,"ziehen, subtrahieren / ermäßigt werden",,
越,überschreiten,ETSU,,,,ko.eru,überwinden,,
演,aufführen,EN,,,,,,,
奏,(ein Musikinstrument)spielen,SOU,,,,kana.deru,,,
弾,Geschoss,DAN,,,,hi.ku,(ein Musikinstrument) spielen,tama,Geschoss
働,arbeiten,DOU,,,,hatara.ku,,,
丘,Hügel,KYUU,,,,oka,,,
可,können,KA,"gut, Billigung",,,,,,
能,können,NOU,Nō-Theater,,,,,,
覚,Wahrnehmung,KAKU,,,,obo.eru,"sich merken, empfinden",sa.meru / .masu,"(Augen) öffnen, aufwachen / (Augen) sich öffnen, aufwachen"
型,Modell,KEI,,,,kata,Typus,,
申,sagen,SHIN,,,,mou.su,"sagen, sich nennen [bescheiden]",,
込,gedrängt voll sein,,,,,ko.mu,"gedrängt voll sein, hineinstopfen",,
欠,fehlen,KETSU,,,,ka.keru / .kasu,"fehlen / entbehren, weglassen",,
席,Sitz,SEKI,,,,,,,
詳,genau,SHOU,,,,kuwa.shii,"ausführlich, sich gut auskennen",,
知,wissen,CHI,,,,shi.ru,"wissen, erfahren",*shi.reru,wohlbekannt sein
平,flach,HEI,,,,tai.ra,"flach, eben",hira,"flach, Fäche"
接,zusammenfügen,SETSU,,,,tsu.gu,"zusammenkleben, zusammenfügen",,
回,drehen,KAI,,,,mawa.su / .ru,etwa. drehen / sich drehen,,
雪,Schnee,SETSU,,,,yuki,,,
馬,Pferd,BA,,,,uma,,,
量,Menge,RYOU,,,,haka.ru,(Gewicht) messen,,
荷,Gepäck,KA,,,,ni,"Gepäck, Fracht",,
案,Vorschlag,AN,Plan,,,,,,
煙,Rauch,EN,,,,kemu.ru,"rauchen, Rauch produzieren",kemuri,
冊,Buch,SATSU,[ZEW für Bücher],,,,,,
飼,(ein Haustier) halten,SHI,,,,ka.u,"ein Tier halten, züchten",,
沖,hohe See,CHUU,,,,oki,,,
縄,Seil,JOU,,,,nawa,,,
奈,was / Kompositum in Ortsnamen,,,,,,,,
埼,Kap,KI,,,,saki,,,
玉,Edelstein,GYOKU,,,,tama,"Edelstein, Kugel",,
群,Herde,GUN,,,,mu.re,,mu.reru,sich scharen
栃,Kastanie,,,,,tochi,(Ross-) Kastanie (bot.),,
茨,Dorn,,,,,ibara,,,
城,Schloss,JOU,,,,shiro,,,
残,Rest,ZAN,grausam,,,noko.su / .ru,"hinter-, zurücklassen / zurück-, übrig bleiben",,
念,Gedanke,NEN,Wunsch,,,,,,
誘,Einladung,YUU,,,,saso.u,"einladen, verführen",,
用,Angelegenheit,YOU,,,,mochi.iru,gebrauchen,,
枚,[ZEW für flache Gegenstände],MAI,,,,,,,
送,schicken,SOU,,,,oku.ru,,,
割,brechen,KATSU,,,,wa.ru / .reru,"zerteilen, dividieren / zerspringen",wari,10 Prozent
羽,Feder,U,,,,wa,[ZEW für Vögel],"hane, *ha",Flügel
統,beherrschen,TOU,,,,su.beru,,,
領,herrschen,RYOU,erhalten,,,,,,
森,Wald,SHIN,,,,mori,,,
俳,Schauspieler,HAI,Haiku,,,,,,
優,sanft,YUU,,,,yasa.shii,freundlich,,
迷,sich verirren,MEI,,,,mayo.u,,,
試,versuchen,SHI,,,,tame.su,,kokoro.miru,einen Versuch wagen
様,Zustand,YOU,,,,sama,"Zustand, [ehrerbietiges Appellativsuffix]",,
弱,schwach,JAKU,,,,yowa.i,,yowa.meru / .maru,schwächen / schwach werden
期,Periode,KI,,,,,,,
研,Forschung,KEN,,,,to.gu,polieren,,
究,gründlich untersuchen,KYUU,,,,kiwa.meru,"ergründen, auf die Spitze treiben",,
紺,dunkelblau,KON,,,,,,,
恐,Furcht,KYOU,,,,oso.roshii (=kowa.i),furchterregend,oso.reru,sich fürchten
最,am meisten,SAI,,,,motto.mo,,,
寄,sich nähern,KI,,,,yo.seru / .ru,zuwenden / sich nähern,,
装,sich ankleiden,SOU,Ausrüstung,,,yosoo.u,"sich ankleiden, sich verstellen",,
輪,Ring,RIN,,,,wa,Rad,,
婦,Frau,FU,Ehefrau,,,,,,
預,Verwahrung,YO,,,,azu.keru / .karu,in Verwahrung geben / in Verwahrung nehmen,,
曲,abbiegen,KYOKU,Musikstück,,,ma.geru / .garu,biegen / abbiegen,,
側,Seite,SOKU,,,,kawa,,,
突,stoßen,TOTSU,plötzlich,,,tsu.ku,"stechen, anstoßen",,
進,vorwärtsgehen,SHIN,Fortschritt,,,susu.meru / .mu,vorantreiben / vorwärtsgehen,,
路,Weg,RO,,,,ji,,,
験,Prüfung,KEN,,,,,,,
信,Vertrauen,SHIN,"Nachricht, Glaube",,,shin.jiru,an etw. / jmd. glauben,,
練,ausbilden,REN,,,,ne.ru,kneten,,
寮,Wohnheim,RYOU,,,,,,,
踊,Tanz,YOU,,,,odo.ru,tanzen,,
観,betrachten,KAN,,,,mi.ru,"[Darbietung, Film usw.] ansehen",,
項,Absatz,KOU,Abschnitt,,,,,,
直,direkt,CHOKU,,JIKI,,nao.su / .ru,in Ordnung bringen / in Ordnung gebracht werden,,
貯,sparen,CHO,,,,ta.meru/.maru,[Geld] ansparen [tr./intr.],,
康,Gesundheit,KOU,friedlich,,,,,,
続,fortsetzen,ZOKU,,,,tsuzu.keru / .ku,fortsetzen / fortdauern,,
編,zusammenstellen,HEN,,,,a.mu,stricken,,
輩,Kollege,HAI,,,,,,,
辛,scharf,SHIN,schmerzlich,,,kara.i,,tsura.i,schmerzlich
河,Fluss,KA,,,,kawa,,,
亭,Restaurant,TEI,Pavillon,,,,,,
実,Wirklichkeit,JITSU,,,,mi,Frucht,mino.ru,Früchte tragen
技,Technik,GI,Geschicklichkeit,,,waza,Kunstfertigkeit,,
準,Niveau,JUN,Richtlinie,,,,,,
備,Vorbereitung,BI,,,,sona.eru,sich vorbereiten,,
筆,Pinsel,HITSU,,,,fude,,,
締,zusammenbinden,TEI,,,,shi.meru / .maru,zusammen-binden / zusammengebunden sein,,
退,sich zurückziehen,TAI,,,,shirizo.ku / .keru,sich zurückziehen / zurücktreiben,,
必,gewiss,HITSU,unbedingt,,,kanara.zu,,,
世,Welt,SEI,,SE,,yo,,,
玄,dunkel,GEN,geheimnisvoll,,,,,,
脱,ausziehen,DATSU,,,,nu.gu,,,
積,Anhäufung,SEKI,Produkt (math.),,,tsu.mu / .moru,anhäufen / sich anhäufen,,
極,Extrem,KYOKU,Pol,GOKU,,,,kiwa.meru / .maru,auf die Spitze treiben / an der Spitze angelangt sein
的,Ziel,TEKI,[Attributivsuffix],,,mato,,,
無,nicht vorhanden sein,MU,"Un-, Nicht-",BU,,na.i,,,
器,Gefäß,KI,Gerät,,,utsuwa,,,
片,Fragment,HEN,,,,kata,"Fragment, eins von beiden",,
飾,schmücken,SHOKU,,,,kaza.ru,,,
代,Generation,DAI,,,,yo,,ka.waru,vertreten
払,Bezahlung,FUTSU,,,,hara.u,bezahlen,,
召,zu sich rufen,SHOU,,,,me.su,,,
苦,schmerzhaft,KU,,,,niga.i,bitter,kuru.shii,
匂,Geruch,,,,,nio.i,,nio.u,riechen
基,Grundlage,KI,,,,moto,Fundament,,
泊,Übernachtung,HAKU,[ZEW für Übernachtungen],,,to.meru / .maru,beherbergen / übernachten,,
博,umfassend,HAKU,,*BAKU,Glücksspiel,,,,
宅,Haus,TAKU,,,,,,,
札,Schein,SATSU,Banknote,,,fuda,Zettel,,
庭,Garten,TEI,,,,niwa,,,
訳,Übersetzung,YAKU,,,,wake,"Grund, Umstände",,
涼,kühl,RYOU,,,,suzu.shii,,,
似,ähneln,JI,,,,ni.ru,,,
重,schwer,JUU,,CHOU,wertvoll,omo.i,,kasa.neru / .naru,übereinander legen (tr. / intr.)
暖,warm,DAN,,,,atata.kai (=atata.ka),,atata.meru / .maru,wärmen / warm werden
八,Acht,HACHI,,,,yat.tsu,,,
百,Hundert,HYAKU,,,,,,,
祈,Gebet,KI,,,,ino.ru / .ri,beten / Gebet,,
増,sich vermehren,ZOU,,,,fu.yasu / .eru,vermehren / sich vermehren,,
招,heranwinken,SHOU,,,,mane.ku,einladen,,
志,Wille,SHI,,,,kokorozashi,,,
奨,ermuntern,SHOU,Empfehlung,,,,,,
飛,fliegen,HI,,,,to.bu,,,
帳,Notizbuch,CHOU,Register,,,,,,
革,Leder,KAKU,Reform,,,kawa,,,
毛,Haar,MOU,,,,ke,,,
糸,Faden,SHI,,,,ito,,,
眠,Schlaf,MIN,,,,nemu.i (=.tai),schläfrig,nemu.ru,schlummern
籍,Buch,SEKI,Familienregister,,,,,,
普,allgemein,FU,,,,,,,
及,erreichen,KYUU,,,,oyo.bu,,oyo.bi,und
存,Existenz,SON,,ZON,,,,,
考,überlegen,KOU,,,,kanga.eru,denken,,
並,aneinanderreihen,HEI,,,,nara.beru / .bu,aneinander-reihen / sich aneinanderreihen,nami,durchschnittlich
億,100 Millionen,OKU,,,,,,,
減,verringern,GEN,,,,he.rasu / .ru,verringern / sich verringern,,
界,Welt,KAI,Grenze,,,,,,
衆,Menge,SHUU,"Masse, Leute",,,,,,
宇,Weltall,U,Dach,,,,,,
宙,Weltraum,CHUU,,,,,,,
伺,besuchen,SHI,,,,ukaga.u,"besuchen, fragen [bescheiden]",,
正,richtig,SEI,,SHOU,,tada.shii,"richtig, gerechtfertigt",,
昔,alte Zeit,SEKI,damals,,,mukashi,,,
現,Gegenwart,GEN,,,,arawa.reru,zum Vorschein kommen,,
偶,Zufall,GUU,,,,,,,
然,wie,ZEN,,NEN,,,,,
暮,leben,BO,,,,ku.rasu,,ku.reru,untergehen (Sonne)
寿,langes Leben,JU,,*SU,,kotobuki,,,
司,verwalten,SHI,,,,,,,
値,Preis,CHI,,,,atai,,ne,
景,Landschaft,KEI,Anblick,,,,,,
富,Reichtum,FU,,,,tomi,,to.mu,reich werden
士,Mann,SHI,"Gelehrter, Krieger",,,,,,
他,anderer,TA,,,,hoka,,,
助,Hilfe,JO,,,,tasu.keru / .karu,retten / gerettet werden,suke,Gehilfe
壊,Zerstörung,KAI,,,,kowa.su / .reru,zerstören / zerstört sein,,
夫,Ehemann,FU,Mann,,,otto,,,
虫,Insekt,CHUU,,,,mushi,"Insekt, Ungeziefer",,
妻,Ehefrau,SAI,,,,tsuma,,,
困,Schwierigkeit,KON,,,,koma.ru,Schwierigkeiten haben,,
束,Bündel,SOKU,Beschränkung,,,taba,,,
故,Ursache,KO,verstorben,,,yue,Grund,,
障,Behinderung,SHOU,,,,sawa.ru,"hindern, beeinträchtigen",,
倒,umfallen,TOU,,,,tao.su / .reru,"umwerfen, fällen, besiegen / umfallen",,
郎,Mann,ROU,,,,,,,
確,sicher,KAKU,,,,tashi.ka,,tashi.kameru,sich vergewissern
認,anerkennen,NIN,,,,mito.meru,"anerkennen, zur Kenntnis nehmen",,
壁,Wand,HEKI,,,,kabe,,,
向,Richtung,KOU,,,,mu.keru / .ku,"etwas in eine Richtung drehen / sich zuwenden, geneigt sein",mu.kau,"gegenüber-stehen, sich auf ein Ziel zubewegen"
戻,zurückkehren,REI,,,,modo.ru / .su,"zurückkehren / zurücklegen, zurückgeben",,
床,Fußboden,SHOU,,,,yuka,,toko,Bett
役,Dienst,YAKU,,EKI,Militärdienst,,,,
届,Anmeldung,,,,,todoke,,todo.keru / .ku,"überbringen, melden / ankommen, erreichen"
製,herstellen,SEI,,,,,,,
域,Gebiet,IKI,,,,,,,
守,Schutz,SHU,,,,mamo.ru,beschützen,,
造,produzieren,ZOU,,,,tsuku.ru,"bauen, herstellen",,
免,Befreiung,MEN,,,,manuka.reru,"befreit sein, entgehen",,
許,Erlaubnis,KYO,,,,yuru.su,"erlauben,verzeihen",,
更,Veränderung,KOU,,,,fu.keru,spät werden,sara.ni,"außerdem, noch mehr"
議,Beratung,GI,Diskussion,,,,,,
震,Erdbeben,SHIN,,,,furu.u / .eru,beben / zittern,,
身,Körper,SHIN,,,,mi,,,
列,Reihe,RETSU,,,,,,,
論,Erörterung,RON,"Abhandlung, Theorie",,,,,,
速,schnell,SOKU,,,,haya.i,,,
答,Antwort,TOU,,,,kota.e,,kota.eru,antworten
想,denken,SOU,,,,omo.u,"sich etw. vorstellen, an jmd. denken",,
快,angenehm,KAI,schnell,,,kokoroyo.i,,,
適,entsprechend,TEKI,,,,,,,
提,vorbringen,TEI,,,,,,,
管,Rohr,KAN,Verwaltung,,,kuda,,,
区,Bezirk,KU,,,,,,,
六,Sechs,ROKU,,,,mut.tsu,,,
満,voll,MAN,,,,mi.tasu / .chiru,füllen / voll sein,,
感,Gefühl, KAN,,,,kan.jiru,fühlen,,
雰,Nebel,FUN,,,,,,,
囲,Umzäunung,I,,,,kako.mu,umgeben,kako.i,Umzäunung
別,Unterschied,BETSU,,,,waka.reru,sich trennen,,
裏,Rückseite,RI,,,,ura,Innenseite,,
扇,Fächer,SEN,,,,ougi (=oogi),,,
差,Unterschied,SA,,,,sa.su,"hinweisen, hineinstecken",,
希,Hoffnung,KI,,,,,,,
望,Wunsch,BOU,,,,nozo.mu,wünschen,,
情,Gefühl,JOU,Umstände,,,nasa.ke,Mitgefühl,,
奥,Inneres,OU,,,,oku,"Inneres, Ehefrau",,
細,dünn,SAI,,,,hoso.i,,koma.kai,"fein, ausführlich"
周,Umkreis,SHUU,,,,mawa.ri,,,
条,Paragraph,JOU,Artikel,,,,,,
敬,ehren,KEI,,,,uyama.u,,,
履,"(Fuß-, Beinkleidung) anziehen",RI,"durchlaufen, durchführen",,,ha.ku,,,
歴,aufeinander folgen,REKI,,,,,,,
渡,überqueren,TO,,,,wata.ru / .su,überqueren / übergeben,,
任,Verantwortung,NIN,,,,maka.seru,"anvertrauen, überlassen",,
慮,überlegen,RYO,bedenken,,,,,,
特,besonders,TOKU,,,,,,,
尊,hoch achten,SON,,,,,,,
覧,betrachten,RAN,,,,,,,
謙,Bescheidenheit,KEN,,,,,,,
譲,überlassen,JOU,,,,yuzu.ru,nachgeben,,
拝,verehren,HAI,,,,oga.mu,anbeten,,
参,besuchen,SAN,teilnehmen,,,mai.ru,gehen [bescheiden],,
秋,Herbst,SHUU,,,,aki,,,
鼓,Trommel,KO,,,,tsuzumi,Handtrommel,,
件,Angelegenheit,KEN,,,,,,,
犯,Verbrechen,HAN,,,,oka.su,"(ein Verbrechen) begehen, vergewaltigen",,
登,besteigen,TOU,eintragen,TO,,nobo.ru,,,
改,Verbesserung,KAI,,,,arata.meru / .maru,"verbessern, verändern / sich ändern, bessern",,
違,anders sein,I,"verstoßen, Fehler",,,chiga.u,"anders sein, fehlerhaft sein",,
反,Anti-,HAN,,*TAN / *HON,,so.rasu / .ru,biegen / sich biegen,,
対,gegenüberstehen,TAI,(im Verhältnis) zu,*TSUI,Paar,,,,
謝,Entschuldigung,SHA,danken,,,ayama.ru,sich entschuldigen,,
氷,Eis,HYOU,,,,koori,,koo.ru,gefrieren
踏,treten,TOU,,,,fu.mu,treten (auf),fu.maeru,beruhen auf
懸,aufhängen,KEN,,*KE,,ka.keru / .karu,aufhängen / hängen,,
刻,Zeit,KOKU,,,,kiza.mu,"schnitzen, klein schneiden",,
久,lange (Zeit),KYUU,,,,hisa.shii,,,
叱,ausschimpfen,SHITSU,,,,shika.ru,,,
泣,weinen,KYUU,,,,na.ku,,,
蚊,Gelse,,,,,ka,,,
刺,stechen,SHI,,,,sa.su,,,
工,Arbeit,KOU,,*KU,,,,,
清,Reinheit,SEI,,,,kiyo.raka,rein,kiyo.meru,"von schlechten Einflüssen befreien, reinigen"
昭,hell,SHOU,klar,,,,,,
輸,Transport,YU,,,,,,,
影,Schatten,EI,,,,kage,,,
麦,Getreide,BAKU,,,,mugi,,,
混,vermischen,KON,,,,ma.zeru / .zaru (=ma.jiru),vermischen / sich vermischen,,
械,Maschine,KAI,,,,,,,
厚,dick,KOU,,,,atsu.i,"warm (Kleidung), freundlich",,
法,Gesetz,HOU,,,,,,,
隆,blühend,RYUU,,,,,,,
寺,Tempel,JI,,,,tera,,,
県,Präfektur,KEN,,,,,,,
検,Untersuchung,KEN,,,,,,,
資,Geldmittel,SHI,Eigenschaft,,,,,,
頼,bitten,RAI,,,,tano.mu,,tayo.ru,sich verlassen
松,Kiefer (bot.),SHOU,,,,matsu,,,
枝,Zweig,SHI,,,,eda,,,
際,Grenze,SAI,Gelegenheit,,,kiwa,,,
勝,Sieg,SHOU,,,,ka.tsu,siegen / besiegen,masa.ru,überlegen sein
陸,(Fest-)Land,RIKU,,,,,,,
厳,streng,GEN,,,,kibi.shii,,,
督,beaufsichtigen,TOKU,anspornen,,,,,,
走,laufen,SOU,,,,hashi.ru,fahren,,
塾,Nachhilfe-schule,JUKU,,,,,,,
育,Erziehung,IKU,,,,soda.teru / .tsu,erziehen / aufwachsen,,
推,Schlussfolgerung,SUI,,,,o.su,"folgern, [jmd.] empfehlen",,
薦,Empfehlung,SEN,,,,susu.meru,empfehlen,,
躍,lebhaft,YAKU,,,,odo.ru,"springen, herumtanzen",,
流,Strömung,RYUU,,*RU,,naga.reru / .su,fließen / fließen lassen,,
祝,Feier,SHUKU,,,,iwa.u,feiern,,
格,Regel,KAKU,Kasus,,,,,,
系,Zugehörigkeit,KEI,System,,,,,,
季,Jahreszeit,KI,,,,,,,
節,Abschnitt,SETSU,"Jahreszeit, Mäßigkeit",,,fushi,"Bambus-, Astknoten, Fingerknöchel, Melodie [japanische Ballade]",,
華,Blume,KA,China,,,hana,,,
史,Geschichte,SHI,,,,,,,
里,Dorf,RI,,,,sato," Heimatdort, Herkunftsort",,
乾,trocken,KAN,,,,kawa.ku / .kasu,trocken sein / trocknen,,
板,Brett,BAN,,*HAN,,ita,"Brett, Blech",,
十,Zehn,JUU,,*JI,,too,,,
王,König,OU,,,,,,,
主,Besitzer,SHU,,,,nushi,"Besitzer, Herr",omo,hauptsächlich
矢,Pfeil,SHI,,,,ya,,,
有,Existenz,YUU,,*U,,a.ru,existieren,,
死,Tod,SHI,,,,shi.nu,sterben,,
竹,Bambus,CHIKU,,,,take,,,
町,Stadt(-viertel),CHOU,,,,machi,,,
若,jung,JAKU,,,,waka.i,,,
鳥,Vogel,CHOU,,,,tori,,,
飯,gekochter Reis,HAN,,,,meshi,,ii [Verwendung in Namen],
府,Regierung,FU,Stadtpräfektur,,,,,,
熊,Bär,,,,,kuma,,,
比,Vergleich,HI,,,,kura.beru,vergleichen,,
皆,alle,KAI,,,,mina (=minna),,,
複,mehrfach,FUKU,,,,,,,
緒,Anfang,SHO,,CHO,,,,,
負,Niederlage,FU,,,,ma.keru / .kasu,verlieren / besiegen,,
絶,aufhören,ZETSU,,,,ta.eru,,,
彼,er,HI,,,,kare,"er [3. Person Sg.], der Beziehungspartner",,
与,geben,YO,,,,ata.eru,,,
互,gegenseitig,GO,,,,taga.i,,,
含,enthalten,GAN,,,,fuku.mu / .meru,enthalten / mit einschließen,,
精,Vitalität,SEI,,*SHOU,,,,,
折,Bruch,SETSU,,,,o.ru / .reru,"zerbrechen (trans.), falten / zerbrechen (intrans.), gefaltet sein",,
般,allgemein,HAN,,,,,,,
米,Reis,BEI,Amerika,,,kome,(ungekochter) Reis,,
敗,Niederlage,HAI,,,,yabu.reru,besiegt werden,,
功,Verdienst,KOU,,,,,,,
得,Vorteil,TOKU,,,,e.ru,erlangen,,
費,Kosten,HI,Ausgaben,,,tsui.yasu / .eru,"ausgeben, verschwenden / verschwendet, ausgegeben werden",,
戦,Krieg,SEN,Gefecht,,,ikusa,,tataka.u,kämpfen
競,Wettkampf,KYOU,,,,kiso.u,wetteifern,,
争,Streit,SOU,Kampf,,,araso.u,"streiten, kämpfen",,
境,Grenze,KYOU,Zustand,,,sakai,,,
熟,Reife,JUKU,,,,,,,
民,Volk,MIN,,,,tami,,,
紀,Ära,KI,Chronik,,,,,,
倍,i-fach,BAI,doppelt,,,,,,
個,Stück,KO,Individuum,,,,,,
賛,Zustimmung,SAN,,,,,,,
宗,Religion,SHUU,,SOU,Oberhaupt,,,,
仏,Buddha,BUTSU,Frankreich,,,hotoke,,,
福,Glück,FUKU,,,,,,,
怒,Zorn,DO,,,,oko.ru (=ika.ru),zornig werden,,
恋,Liebe,REN,,,,koi,,,
識,Wissen,SHIKI,,,,,,,
殺,Mord,SATSU,,SETSU,,koro.su,töten,,
岩,Felsen,GAN,,,,iwa,,,
構,bauen,KOU,,,,kama.eru,,,
